serial,UniquePsKey_,PsKey_,TpNum_,TpOrigCSDuid,TpDestCSDuid,TpStartTimeExt,trip_week,weekday,,,TpDateExt,Week,TpDayExt,Mon,Tue,Wed,Thu,Fri,Sat,Sun,WeekDay
13283,13946,2813,5,3520005,3520005,2100,6,0,,,11/4/2019,6,Mon,0,0,0,0,0,0,0,0
13284,13948,2815,1,3524015,3520005,1053,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13285,13949,2819,1,3520005,3520005,910,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13286,13949,2819,2,3520005,3520005,1830,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13287,13949,2819,3,3520005,3520005,1900,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13288,13949,2819,4,3520005,3520005,1940,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13289,13949,2819,5,3520005,3520005,2415,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13290,13951,2821,1,3520005,3520005,1330,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13291,13951,2821,2,3520005,3520005,1900,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13292,13952,2822,1,3520005,3520005,1245,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13293,13952,2822,2,3520005,3520005,1400,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13294,13952,2822,3,3520005,3519028,1900,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13295,13952,2822,4,3519028,3520005,2400,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13296,13957,2827,1,3520005,3520005,1630,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13297,13958,2828,1,3521010,3521024,1000,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13298,13958,2828,2,3521024,3521010,1130,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13299,13958,2828,3,3521010,3521005,1235,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13300,13958,2828,4,3521005,3521010,1600,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13301,13958,2828,5,3521010,3519036,1725,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13302,13958,2828,6,3519036,3521010,2035,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13303,13964,2835,1,3520005,3520005,1400,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13304,13964,2835,2,3520005,3520005,1900,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13305,13966,2837,1,3521005,3520005,1200,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13306,13966,2837,2,3520005,3521005,1600,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13307,13967,2838,1,3521005,3524009,1400,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13308,13967,2838,2,3524009,3520005,1500,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13309,13968,2839,1,3520005,3520005,1730,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13310,13978,2849,1,3520005,3520005,1200,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13311,13981,2852,1,3520005,3520005,1600,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13312,13981,2852,2,3520005,3520005,1630,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13313,13981,2852,3,3520005,3520005,1730,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13314,13982,2853,1,3519036,3519036,730,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13315,13982,2853,2,3519036,3519036,1515,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13316,13983,2854,1,3520005,3520005,1200,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13317,13983,2854,2,3520005,3520005,1400,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13318,13985,2856,1,3518001,3518001,1000,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13319,13985,2856,2,3518001,3518001,1605,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13320,13985,2856,3,3518001,3518001,1810,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13321,13986,2857,1,3520005,3520005,1325,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13322,13986,2857,2,3520005,3520005,1425,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13323,13990,2861,1,3520005,3519028,1200,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13324,13993,2864,1,3524015,3524015,535,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13325,13993,2864,2,3524015,3524015,1600,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13326,13995,2866,1,3520005,3520005,940,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13327,13996,2867,1,3519028,3520005,800,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13328,13996,2867,2,3520005,3519028,1900,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13329,13996,2867,3,3519028,3520005,2000,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13330,13998,2869,1,3521005,3520005,1530,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13331,13998,2869,2,3520005,3520005,1800,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13332,13998,2869,3,3520005,3520005,1900,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13333,14001,2872,1,3520005,3520005,1500,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13334,14001,2872,2,3520005,3520005,1900,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13335,14002,2873,1,3520005,3520005,1330,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13336,14002,2873,2,3520005,3520005,1730,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13337,14003,2874,1,3521005,3521005,800,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13338,14003,2874,2,3521005,3521005,1130,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13339,14003,2874,3,3521005,3521024,1215,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13340,14005,2877,1,3520005,3520005,1210,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13341,14007,2879,1,3520005,3520005,1100,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13342,14007,2879,2,3520005,3520005,1145,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13343,14007,2879,3,3520005,3520005,1205,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13344,14007,2879,4,3520005,3520005,1300,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13345,14007,2879,5,3520005,3520005,1700,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13346,14008,2880,1,3520005,3520005,1700,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13347,14011,2883,1,3521005,3521005,1400,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13348,14011,2883,2,3521005,3521005,1500,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13349,14011,2883,3,3521005,3521005,1700,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13350,14015,2887,1,3520005,3520005,730,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13351,14015,2887,2,3520005,3520005,1700,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13352,14017,2889,1,3525005,3525005,1015,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13353,14017,2889,2,3525005,3525005,1125,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13354,14017,2889,3,3525005,3525005,1215,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13355,14017,2889,4,3525005,3525005,2040,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13356,14017,2889,5,3525005,3525005,2100,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13357,14023,2895,1,3520005,3520005,1205,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13358,14023,2895,2,3520005,3520005,1350,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13359,14023,2895,3,3520005,3520005,1710,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13360,14024,2896,1,3519036,3520005,1200,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13361,14026,2898,1,3520005,3520005,1000,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13362,14026,2898,2,3520005,3520005,1200,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13363,14026,2898,3,3520005,3520005,1500,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13364,14026,2898,4,3520005,3520005,1800,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13365,14028,2900,1,3521010,3524015,1630,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13366,14028,2900,2,3524015,3520005,2030,5,6,,,10/27/2019,5,Sun,0,0,0,0,0,0,6,6
13367,14029,2901,1,3520005,3518001,1400,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13368,14029,2901,2,3518001,3520005,1420,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13369,14029,2901,3,3520005,3518001,1445,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13370,14029,2901,4,3518001,3520005,1630,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13371,14029,2901,5,3520005,3518001,1645,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13372,14029,2901,6,3518001,3520005,2330,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13373,14032,2904,1,3520005,3520005,1000,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13374,14032,2904,2,3520005,3520005,1500,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13375,14032,2904,3,3520005,3520005,1600,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13376,14032,2904,4,3520005,3520005,1800,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13377,14034,2907,1,3520005,3520005,800,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13378,14034,2907,2,3520005,3520005,1700,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13379,14035,2908,1,3524009,3521005,740,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13380,14036,2909,1,3521005,3520005,700,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13381,14039,2914,1,3521005,3521005,630,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13382,14039,2914,2,3521005,3520005,815,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13383,14039,2914,3,3520005,3521005,1400,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13384,14039,2914,4,3521005,3521005,1530,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13385,14040,2915,1,3520005,3520005,820,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13386,14040,2915,2,3520005,3520005,1900,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13387,14045,2920,1,3520005,3520005,1330,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13388,14045,2920,2,3520005,3520005,1500,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13389,14045,2920,3,3520005,3520005,1600,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13390,14045,2920,4,3520005,3520005,1830,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13391,14045,2920,5,3520005,3520005,2100,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13392,14046,2921,1,3520005,3520005,930,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13393,14047,2922,1,3520005,3520005,700,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13394,14047,2922,2,3520005,3520005,1200,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13395,14047,2922,3,3520005,3520005,1830,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13396,14048,2923,1,3521005,3521010,830,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13397,14049,2924,1,3520005,3520005,745,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13398,14049,2924,2,3520005,3520005,1845,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13399,14050,2925,1,3520005,3520005,1030,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13400,14050,2925,2,3520005,3520005,1050,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13401,14050,2925,3,3520005,3520005,1105,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13402,14050,2925,4,3520005,3520005,1545,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13403,14050,2925,5,3520005,3520005,1640,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13404,14050,2925,6,3520005,3520005,1810,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13405,14052,2927,1,3520005,3520005,900,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13406,14052,2927,2,3520005,3520005,1200,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13407,14054,2929,1,3520005,3520005,750,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13408,14054,2929,2,3520005,3520005,845,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13409,14054,2929,3,3520005,3520005,1300,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13410,14054,2929,4,3520005,3520005,1330,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13411,14054,2929,5,3520005,3520005,1820,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13412,14054,2929,6,3520005,3520005,2030,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13413,14055,2931,1,3520005,3520005,900,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13414,14055,2931,2,3520005,3520005,1730,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13415,14056,2932,1,3519038,3521005,1705,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13416,14058,2935,1,3521005,3521005,830,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13417,14059,2936,1,3520005,3520005,1000,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13418,14059,2936,2,3520005,3520005,1100,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13419,14059,2936,3,3520005,3520005,1630,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13420,14059,2936,4,3520005,3520005,2000,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13421,14065,2942,1,3520005,3520005,830,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13422,14065,2942,2,3520005,3520005,940,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13423,14065,2942,3,3520005,3520005,1130,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13424,14065,2942,4,3520005,3520005,1355,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13425,14065,2942,5,3520005,3520005,1610,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13426,14065,2942,6,3520005,3520005,1810,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13427,14065,2942,7,3520005,3520005,1930,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13428,14066,2944,1,3520005,3520005,1300,5,4,,,11/1/2019,5,Fri,0,0,0,0,4,0,0,4
13429,14066,2944,2,3520005,3520005,1400,5,4,,,11/1/2019,5,Fri,0,0,0,0,4,0,0,4
13430,14067,2945,1,3520005,3520005,800,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13431,14067,2945,2,3520005,3520005,1200,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13432,14067,2945,3,3520005,3520005,1300,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13433,14067,2945,4,3520005,3520005,1600,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13434,14067,2945,5,3520005,3520005,1800,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13435,14068,2946,1,3520005,3520005,800,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13436,14068,2946,2,3520005,3520005,1200,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13437,14069,2947,1,3520005,3520005,810,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13438,14069,2947,2,3520005,3520005,1445,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13439,14069,2947,3,3520005,3520005,1530,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13440,14070,2948,1,3520005,3520005,1140,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13441,14070,2948,2,3520005,3520005,1300,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13442,14070,2948,3,3520005,3520005,1500,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13443,14070,2948,4,3520005,3520005,1750,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13444,14070,2948,5,3520005,3520005,2000,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13445,14071,2949,1,3521005,3521005,821,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13446,14074,2954,1,3520005,3520005,700,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13447,14074,2954,2,3520005,3520005,1915,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13448,14075,2955,1,3520005,3520005,830,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13449,14075,2955,2,3520005,3520005,1800,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13450,14076,2956,1,3521010,3520005,730,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13451,14076,2956,2,3520005,3521010,1700,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13452,14077,2957,1,3520005,3520005,1530,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13453,14078,2958,1,3520005,3520005,930,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13454,14079,2959,1,3520005,3520005,400,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13455,14079,2959,2,3520005,3520005,430,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13456,14079,2959,3,3520005,3520005,815,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13457,14079,2959,4,3520005,3520005,1230,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13458,14079,2959,5,3520005,3520005,1300,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13459,14080,2960,1,3519036,3520005,730,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13460,14080,2960,2,3520005,3519036,2100,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13461,14081,2961,1,3520005,3520005,830,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13462,14081,2961,2,3520005,3520005,1700,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13463,14081,2961,3,3520005,3520005,1830,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13464,14081,2961,4,3520005,3520005,2000,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13465,14083,2963,1,3520005,3520005,845,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13466,14083,2963,2,3520005,3520005,1000,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13467,14083,2963,3,3520005,3520005,2400,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13468,14090,2970,1,3520005,3520005,1400,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13469,14090,2970,2,3520005,3520005,1930,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13470,14090,2970,3,3520005,3520005,2200,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13471,14091,2972,1,3520005,3520005,725,5,2,,,10/30/2019,5,Wed,0,0,2,0,0,0,0,2
13472,14091,2972,2,3520005,3520005,1045,5,2,,,10/30/2019,5,Wed,0,0,2,0,0,0,0,2
13473,14091,2972,3,3520005,3520005,1910,5,2,,,10/30/2019,5,Wed,0,0,2,0,0,0,0,2
13474,14091,2972,4,3520005,3520005,2025,5,2,,,10/30/2019,5,Wed,0,0,2,0,0,0,0,2
13475,14094,2975,1,3520005,3520005,1730,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13476,14094,2975,2,3520005,3520005,1955,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13477,14094,2975,3,3520005,3520005,2110,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13478,14094,2975,4,3520005,3520005,2200,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13479,14094,2975,5,3520005,3520005,2240,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13480,14096,2977,1,3520005,3520005,730,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13481,14096,2977,2,3520005,3520005,1600,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13482,14097,2978,1,3520005,3520005,1020,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13483,14097,2978,2,3520005,3520005,1900,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13484,14099,2981,1,3520005,3520005,845,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13485,14099,2981,2,3520005,3520005,1700,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13486,14099,2981,3,3520005,3520005,1745,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13487,14099,2981,4,3520005,3520005,1930,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13488,14099,2981,5,3520005,3520005,2100,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13489,14102,2984,1,3520005,3520005,735,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13490,14102,2984,2,3520005,3520005,1730,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13491,14102,2984,3,3520005,3520005,1815,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13492,14103,2985,1,3520005,3520005,800,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13493,14103,2985,2,3520005,3520005,900,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13494,14103,2985,3,3520005,3520005,1230,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13495,14103,2985,4,3520005,3520005,1500,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13496,14104,2986,1,3520005,3520005,1721,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13497,14104,2986,2,3520005,3520005,1930,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13498,14105,2987,1,3520005,3520005,1000,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13499,14105,2987,2,3520005,3520005,1800,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13500,14105,2987,3,3520005,3520005,2000,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13501,14107,2989,1,3520005,3520005,840,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13502,14107,2989,2,3520005,3520005,1100,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13503,14108,2990,1,3520005,3520005,800,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13504,14108,2990,2,3520005,3520005,900,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13505,14108,2990,3,3520005,3520005,1700,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13506,14108,2990,4,3520005,3520005,1800,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13507,14110,2992,1,3520005,3521005,700,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13508,14110,2992,2,3521005,3520005,1600,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13509,14111,2993,1,3524001,3521005,1600,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13510,14111,2993,2,3521005,3524001,2000,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13511,14112,2994,1,3521005,3521005,900,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13512,14112,2994,2,3521005,3521005,1200,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13513,14112,2994,3,3521005,3521005,2100,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13514,14113,2995,1,3520005,3520005,1050,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13515,14113,2995,2,3520005,3520005,1135,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13516,14113,2995,3,3520005,3520005,1500,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13517,14114,2996,1,3520005,3520005,915,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13518,14114,2996,2,3520005,3520005,2000,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13519,14115,2998,1,3520005,3520005,700,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13520,14115,2998,2,3520005,3520005,800,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13521,14115,2998,3,3520005,3520005,1600,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13522,14115,2998,4,3520005,3520005,1700,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13523,14115,2998,5,3520005,3520005,2000,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13524,14116,2999,1,3520005,3520005,900,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13525,14116,2999,2,3520005,3520005,1400,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
13526,14119,3003,1,3519038,3519038,625,5,0,,,10/28/2019,5,Mon,0,0,0,0,0,0,0,0
